luay,,2019-06-06 15:28:00,4.61,ADMS interest median looks all green to me
luay,,2019-06-06 15:27:00,4.59,ADMS medical sector just jump up from the negative 7 now going to head up to the top then many people will transfer funds from other sector to medical next Qrt will be very interest
Reneejordan001,,2019-06-06 15:06:00,4.58,ADMS We need an upgrade on the current SP which is seriously suffering
luay,,2019-06-06 14:44:00,4.607,ADMS interesting
luay,,2019-06-06 14:43:00,4.607,ADMS increase many start to increase
luay,,2019-06-06 14:41:00,4.6,ADMS 60 positive
luay,,2019-06-06 14:40:00,4.614,ADMS increase or grew 5
luay,,2019-06-06 14:39:00,4.614,ADMS under the lens what mean
luay,,2019-06-06 14:38:00,4.62,ADMS upgrade
luay,,2019-06-06 14:37:00,4.61,ADMS time to boost grew rally begin
EndUser,,2019-06-06 14:14:00,4.606,ADMS So wheres my permabull buddies now Spin todays yet another 52 week low as a positive What other great news the company gonna lay on shareholders They release news and this thing tanks
legend_217,,2019-06-06 14:02:00,4.61,ADMS pump n dump Just follow the rule and make money
CCasteor,,2019-06-06 13:36:00,4.59,ADMS Volume is so low unbelievable I could almost double daily volume with my shares
CEOBuys,,2019-06-06 13:10:00,4.62,ADMSs CEO bought shares 1 time since 2014 Go to ceobuyscom to learn more
VSTN,,2019-06-06 11:30:00,4.65,ADMS Its a ski slope
CoolE,,2019-06-06 10:20:00,4.67,ADMS as always nothing new everyday is a new low
