RWLK,267,1,267.0
CRMD,193,1,193.0
OHGI,180,0,180.0
CREG,164,1,164.0
NVCN,145,1,145.0
MNGA,568,5,113.6
BIOC,105,0,105.0
JD,100,0,100.0
SAEX,100,0,100.0
VSTM,75,0,75.0
NAK,72,0,72.0
NBEV,593,9,65.89
XXII,55,0,55.0
NIO,420,8,52.5
IQ,43,1,43.0
CCCL,39,0,39.0
AYTU,38,0,38.0
MNKD,36,1,36.0
ACB,245,7,35.0
SESN,35,0,35.0
ADMP,34,0,34.0
AMRN,34,1,34.0
HEAR,34,0,34.0
FPAY,33,0,33.0
ARRY,32,0,32.0
WFT,31,0,31.0
MO,30,0,30.0
MOSY,27,1,27.0
TEUM,27,0,27.0
ALT,53,2,26.5
MAXR,26,1,26.0
SPHS,26,1,26.0
NTWK,25,1,25.0
UWT,49,2,24.5
ROKU,72,3,24.0
ACRX,22,0,22.0
NEPT,22,1,22.0
PLX,22,1,22.0
APHA,64,3,21.33
BZUN,21,0,21.0
IBIO,21,0,21.0
OGEN,21,0,21.0
GUSH,20,0,20.0
TXMD,20,0,20.0
VLRX,20,1,20.0
TRVN,463,24,19.29
AUY,19,1,19.0
GME,19,1,19.0
SWN,19,0,19.0
CLD,504,27,18.67
CLDR,18,0,18.0
CVS,18,0,18.0
FRAN,18,1,18.0
MJ,18,0,18.0
NBR,18,0,18.0
NVAX,72,4,18.0
OPK,18,0,18.0
CHK,52,3,17.33
VKTX,17,0,17.0
TRXC,66,4,16.5
AKAO,16,1,16.0
APRN,16,0,16.0
SBOT,16,0,16.0
SRPT,16,0,16.0
WTI,16,0,16.0
CGIX,78,5,15.6
MSFT,183,12,15.25
BPTH,15,1,15.0
GOOS,15,0,15.0
OMER,15,0,15.0
STAF,15,0,15.0
TTPH,15,0,15.0
CZR,14,1,14.0
GNC,14,1,14.0
NDRA,14,0,14.0
NXTD,14,0,14.0
X,28,2,14.0
AG,13,0,13.0
AUPH,13,0,13.0
CARA,13,0,13.0
CPRX,13,0,13.0
ESV,13,0,13.0
LRCX,13,1,13.0
INPX,37,3,12.33
CRBP,12,0,12.0
EARS,12,0,12.0
GDXJ,12,0,12.0
IZEA,12,0,12.0
HTZ,12,0,12.0
SIRI,12,0,12.0
SLV,12,0,12.0
JNUG,69,6,11.5
RGSE,79,7,11.29
ARLO,22,2,11.0
GNMX,11,0,11.0
TNDM,11,0,11.0
USO,11,0,11.0
AMZN,293,27,10.85
CGC,218,21,10.38
ABIL,10,0,10.0
CLVS,10,0,10.0
ICPT,10,1,10.0
IBB,10,1,10.0
MRIN,10,0,10.0
PBYI,10,0,10.0
VTVT,10,0,10.0
DNR,19,2,9.5
GLBS,19,2,9.5
TOPS,38,4,9.5
AMPE,9,0,9.0
BMY,9,0,9.0
DWT,9,1,9.0
KNDI,9,0,9.0
UPL,9,0,9.0
AGEN,8,0,8.0
GOOGL,16,2,8.0
PTLA,8,0,8.0
PXS,8,0,8.0
SELB,8,0,8.0
V,24,3,8.0
AVGR,39,5,7.8
