OGEN,164,0,164.0
AUPH,152,0,152.0
CRMD,97,0,97.0
UWT,85,1,85.0
AMRH,76,0,76.0
GLBS,71,0,71.0
VSTM,70,0,70.0
TXMD,66,0,66.0
NTWK,60,0,60.0
TNDM,60,0,60.0
PAVM,59,0,59.0
NEPT,57,0,57.0
TEUM,51,1,51.0
RGSE,148,3,49.33
UXIN,98,2,49.0
GSM,47,0,47.0
RWLK,43,1,43.0
ACB,585,14,41.79
NBEV,539,13,41.46
ASNS,32,0,32.0
CLDR,29,0,29.0
GNMX,84,3,28.0
WFT,56,2,28.0
PIXY,27,0,27.0
CPRX,26,1,26.0
LJPC,26,1,26.0
SAEX,352,14,25.14
LEDS,25,0,25.0
VUZI,25,1,25.0
SPHS,24,0,24.0
TRVN,24,1,24.0
ANFI,23,0,23.0
GOOGL,23,1,23.0
SFET,23,1,23.0
AKAO,22,0,22.0
CGIX,109,5,21.8
IBIO,21,1,21.0
MRIN,21,0,21.0
PIR,21,0,21.0
VTVT,21,1,21.0
GE,272,13,20.92
HEAR,20,0,20.0
JD,20,1,20.0
TTPH,20,0,20.0
DCIX,209,11,19.0
IQ,129,7,18.43
BAC,18,1,18.0
CSIQ,18,0,18.0
FCEL,18,1,18.0
GBR,18,0,18.0
MJ,18,1,18.0
OPK,18,0,18.0
TRIL,18,0,18.0
CHK,53,3,17.67
CVS,17,1,17.0
OHGI,17,1,17.0
TRXC,97,6,16.17
CYTR,16,0,16.0
LCI,16,1,16.0
MTBC,16,0,16.0
RVP,16,0,16.0
AKER,78,5,15.6
WATT,78,5,15.6
BZUN,15,1,15.0
CHFS,15,0,15.0
CLVS,15,0,15.0
VKTX,15,0,15.0
AETI,14,0,14.0
MICT,14,0,14.0
QTT,14,0,14.0
TENX,14,0,14.0
MYSZ,69,5,13.8
APHA,109,8,13.62
MNKD,27,2,13.5
AVEO,13,1,13.0
FRAN,13,0,13.0
KODK,13,0,13.0
ADMP,12,0,12.0
CREG,12,0,12.0
GALT,12,1,12.0
HSGX,24,2,12.0
MDCO,12,0,12.0
OPGN,12,0,12.0
UAVS,12,0,12.0
TWLO,12,1,12.0
ARRY,23,2,11.5
ATOS,23,2,11.5
MNGA,80,7,11.43
BIDU,11,0,11.0
ANY,11,1,11.0
GNC,11,0,11.0
SGYP,22,2,11.0
RHE,11,0,11.0
TTWO,11,1,11.0
VLRX,11,0,11.0
ACST,10,0,10.0
AMPE,10,0,10.0
GOGO,10,0,10.0
HUYA,10,1,10.0
MAXR,10,0,10.0
NDRA,10,0,10.0
OBLN,10,0,10.0
NVAX,40,4,10.0
PTLA,10,0,10.0
SWN,10,1,10.0
TOPS,48,5,9.6
CGC,115,12,9.58
ESEA,9,0,9.0
GLUU,9,0,9.0
GSAT,9,0,9.0
MRKR,9,0,9.0
PYPL,9,1,9.0
VHC,9,0,9.0
WMT,9,0,9.0
TWTR,53,6,8.83
SQ,79,9,8.78
ACRX,17,2,8.5
