guppie,,2019-02-28 15:58:00,30.779,TVIX perfect time to short
PANDASTOCKTRADER,,2019-02-28 15:57:00,30.84,TVIX We are positive for the day
MooseT,False,2019-02-28 15:57:00,30.84,TVIX Market down this flat makes sense
PANDASTOCKTRADER,,2019-02-28 15:56:00,30.726,TVIX Maybe inn March TVIX might run 60
Zerostark30,True,2019-02-28 15:56:00,30.726,TVIX Friday might just beat GREAT day here
PANDASTOCKTRADER,,2019-02-28 15:43:00,30.395,TVIX TVIX trying to go for a positive end of day close Lets see if it happens
sc0ut1,,2019-02-28 15:42:00,30.42,TVIX go fetch
TraderinNYC,,2019-02-28 15:42:00,30.42,TVIX reuterscomarticleususa
_CybrWzrd7,,2019-02-28 15:42:00,30.42,TVIX I am a dog and this is my vomit
JoshPatterson,,2019-02-28 15:39:00,30.258,TVIX When you own an assload of LLY w an avg share price below the 4yr low winning dividends payme
PANDASTOCKTRADER,,2019-02-28 15:38:00,30.176,TVIX Maybe big market move tomorrow Either new break out S and P highs or possible market correction
RookyMoves,True,2019-02-28 15:38:00,30.176,TVIX market just needs a little push to get it off the edge
MooseT,,2019-02-28 15:37:00,30.19,TVIX As soon as I breakeven on this turd Im never trading this again
sc0ut1,,2019-02-28 15:35:00,30.247,TVIX i think the indices should have a pull back but this market is strong
CryptoCrockett,,2019-02-28 15:31:00,30.261,TVIX probably rolls tomorrow
vnunnally,,2019-02-28 15:29:00,30.193,TVIX would buy in 29s
MooseT,False,2019-02-28 15:25:00,30.28,TVIX I dont understand this
PANDASTOCKTRADER,,2019-02-28 15:22:00,30.245,TVIX Possible positive close on TVIX today unless one believes the market has a end of month rally in the last few minutes
PANDASTOCKTRADER,,2019-02-28 15:20:00,30.149,TVIX Looks like last today last week of Feb market slightly negative Market might not get that end of month rally that normally happens
PANDASTOCKTRADER,,2019-02-28 15:14:00,30.108,TVIX The market correction either starts on 31 or the bulls try and rally to new highs to close the week A 612 week rally not possible
Vicepre,,2019-02-28 15:11:00,30.098,TVIX What a boring day
sc0ut1,,2019-02-28 15:05:00,30.135,TVIX heres the market cycle
Mr_Grinch,,2019-02-28 15:05:00,30.135,TVIX imgerardo
sc0ut1,,2019-02-28 15:04:00,30.08,TVIX i think the indices need to consolidate
imgerardo,,2019-02-28 14:57:00,30.039,TVIX at resistance with all accounted for Major mover factors should be trade deals and feds I say China will not accept Trump demands
Mr_Grinch,,2019-02-28 14:57:00,30.039,TVIX A live look at the GIF representation of Solar2017 trying to save other Longs by telling them to Average Down
sc0ut1,,2019-02-28 14:55:00,30.17,TVIX QQQ trend train
sc0ut1,,2019-02-28 14:54:00,30.15,TVIX SPY SVXY vix short
davidr1,,2019-02-28 14:52:00,30.161,TVIX Close 31
Renohawk,False,2019-02-28 14:47:00,30.161,SPY UVXY VXXB TVIX its NOW time to go long volatility Spy going under here at 2790
Tricklettoaflood,,2019-02-28 14:41:00,30.16,TVIX one last Dow spurt rally perhaps Then will become flaccid again
Solar2017,True,2019-02-28 14:33:00,30.02,TVIX I cant believe how market wants retailers money not going to say much But long TVIX UVXY
JoshPatterson,,2019-02-28 14:26:00,29.833,TVIX Permalong myth 2 shorts want this at 0 Fact 1 IT wants to go to 0 Fact 2 As someone who shorts Id love this much higher
Solar2017,True,2019-02-28 14:25:00,29.845,TVIX I can see 3080 opens tomorrow u
Solar2017,True,2019-02-28 14:24:00,29.863,TVIX dont forget avg down tomorrow because market is going downhill
Solar2017,True,2019-02-28 14:21:00,29.96,TVIX will close high of the day Than ppl realize to join
sethmarcus,,2019-02-28 14:20:00,30.02,M JCP UVXY TVIX VXXB VIX SPX TGT XRT FIT Just finished recording our weekly State of the Market will be published this evening
guppie,,2019-02-28 14:16:00,30.044,TVIX a live look at the market going into the sneak gear
StockTrader4God,,2019-02-28 14:09:00,30.041,longterm indicator breakout SPY SPX UVXY TVIX QQQ DIA DJIA IWM ESF VIX stocktrader4godblogspotcom
guppie,,2019-02-28 14:08:00,30.014,TVIX looks glorious
dow35thou,,2019-02-28 14:06:00,29.972,TVIX Markets look ready to collapse I might go long EOD or tomorrow morning still deciding
ETFSwingTrader,,2019-02-28 14:00:00,30.056,With decent Contango Roll Yield today Im am continuing to hold VXXB TVIX UVXY short positions Volatility
sc0ut1,,2019-02-28 13:55:00,29.92,TVIX SPY
dukefinadv,,2019-02-28 13:50:00,30.041,TVIX We r putting together the menu 4 tomorrows TVIX Conspiracy Manipulation Theorists Mtg There will b plenty of crow though for sure
whbapply,,2019-02-28 13:44:00,29.995,TVIX weird
Cold_Fire,False,2019-02-28 13:36:00,29.772,TVIX trash as usual
