ABIL,291,0,291.0
NVCN,120,1,120.0
LMFA,88,1,88.0
AKER,84,1,84.0
ALT,217,3,72.33
CLD,209,3,69.67
IQ,57,1,57.0
TOPS,51,0,51.0
GLBS,45,1,45.0
VSTM,44,0,44.0
AWSM,41,0,41.0
SESN,41,1,41.0
WFT,78,2,39.0
NXTD,73,2,36.5
VTVT,73,2,36.5
AUPH,34,0,34.0
STAF,34,0,34.0
SGYP,32,1,32.0
RGSE,222,7,31.71
CRMD,317,10,31.7
APHA,31,1,31.0
IBIO,31,1,31.0
PIR,31,0,31.0
TRVN,31,0,31.0
ADMP,28,0,28.0
FPAY,28,0,28.0
APRN,27,0,27.0
GNC,25,1,25.0
UXIN,25,0,25.0
CCCL,49,2,24.5
ACRX,24,0,24.0
FRAN,24,0,24.0
NAK,118,5,23.6
EARS,23,0,23.0
HSGX,23,1,23.0
BABA,68,3,22.67
NIO,90,4,22.5
PXS,22,0,22.0
UAVS,22,1,22.0
OGEN,170,8,21.25
CGIX,21,0,21.0
DCIX,21,0,21.0
CREG,21,0,21.0
NTWK,21,0,21.0
AMRN,41,2,20.5
BIOC,510,25,20.4
ARRY,20,0,20.0
TEUM,20,1,20.0
MSFT,38,2,19.0
VUZI,19,0,19.0
MICT,36,2,18.0
NEPT,18,0,18.0
SPHS,18,0,18.0
TXMD,18,0,18.0
XXII,36,2,18.0
GNMX,17,1,17.0
MTSL,17,0,17.0
VKTX,84,5,16.8
AVGR,16,0,16.0
BPTH,32,2,16.0
CYTR,16,0,16.0
FLKS,16,1,16.0
CFRX,15,0,15.0
PTLA,15,0,15.0
GE,145,10,14.5
NUGT,14,1,14.0
RGLS,14,0,14.0
TRXC,84,6,14.0
GUSH,27,2,13.5
EXEL,13,1,13.0
JCP,13,0,13.0
PBYI,13,0,13.0
TTPH,12,1,12.0
ACB,428,36,11.89
MNGA,151,13,11.62
BPMX,58,5,11.6
TNDM,23,2,11.5
CHFS,11,0,11.0
CLDR,11,0,11.0
GBR,11,0,11.0
LCI,11,0,11.0
MNKD,33,3,11.0
MRIN,11,0,11.0
OMER,33,3,11.0
T,11,1,11.0
SBOT,65,6,10.83
AMPE,10,0,10.0
CVM,10,0,10.0
CPRX,10,0,10.0
CLPS,10,1,10.0
IBB,10,1,10.0
SWN,10,0,10.0
VLRX,10,1,10.0
YUMA,10,0,10.0
TTNP,29,3,9.67
CHK,28,3,9.33
GOOGL,9,1,9.0
MJ,9,1,9.0
NOK,9,1,9.0
PAVM,9,0,9.0
SHOP,9,0,9.0
UWT,45,5,9.0
VHC,54,6,9.0
RAD,17,2,8.5
NBEV,979,118,8.3
AYTU,16,2,8.0
GLUU,8,1,8.0
GSM,8,0,8.0
GRPN,8,1,8.0
IDEX,32,4,8.0
IDXG,8,0,8.0
OPK,8,0,8.0
WMT,8,1,8.0
YY,8,0,8.0
CGC,164,22,7.45
RWLK,22,3,7.33
BILI,7,1,7.0
CAT,7,0,7.0
FIT,7,0,7.0
GERN,7,1,7.0
GALT,14,2,7.0
GEVO,7,0,7.0
GSAT,7,0,7.0
NTES,7,0,7.0
NVAX,28,4,7.0
PANW,7,0,7.0
RVP,7,0,7.0
AMZN,264,38,6.95
SQ,109,16,6.81
ATIS,34,5,6.8
AG,13,2,6.5
HEAR,26,4,6.5
BAC,142,22,6.45
MAXR,31,5,6.2
DGAZ,68,11,6.18
BZUN,6,0,6.0
ATOS,6,0,6.0
BHC,18,3,6.0
CVS,6,0,6.0
GOOS,6,0,6.0
MTBC,6,0,6.0
OSTK,6,1,6.0
PTN,6,0,6.0
TRIL,6,0,6.0
CRON,77,15,5.13
TSLA,118,23,5.13
ANFI,5,0,5.0
ATHX,5,0,5.0
AWX,5,0,5.0
BMY,5,0,5.0
CELG,5,0,5.0
CSIQ,5,0,5.0
INTC,5,0,5.0
INSG,5,0,5.0
NBR,5,0,5.0
NDRA,5,0,5.0
PLM,5,0,5.0
PULM,5,1,5.0
SRPT,5,0,5.0
TENX,5,0,5.0
