CRMD,307,1,307.0
CGIX,219,1,219.0
CLD,156,1,156.0
AVGR,66,0,66.0
ABIL,275,5,55.0
SGYP,53,0,53.0
SESN,44,0,44.0
GEVO,42,0,42.0
UXIN,35,1,35.0
NAK,34,1,34.0
GNMX,32,0,32.0
OHGI,32,1,32.0
VSTM,32,0,32.0
TTNP,63,2,31.5
AYTU,30,1,30.0
VLRX,30,0,30.0
ALT,264,9,29.33
NSPR,29,0,29.0
TRXC,86,3,28.67
RAD,28,1,28.0
ACRX,27,1,27.0
OGEN,27,0,27.0
BOXL,104,4,26.0
VKTX,26,0,26.0
ANFI,25,0,25.0
BPMX,25,1,25.0
SAEX,25,0,25.0
TXMD,24,0,24.0
IZEA,23,0,23.0
MARK,23,0,23.0
VUZI,23,1,23.0
ADMP,22,0,22.0
ATIS,22,0,22.0
CRBP,22,0,22.0
TOPS,86,4,21.5
LCI,19,0,19.0
NIO,57,3,19.0
NVCN,458,26,17.62
AUPH,140,8,17.5
ARRY,17,0,17.0
WFT,17,1,17.0
CLDR,16,1,16.0
RWLK,48,3,16.0
T,16,1,16.0
APHA,79,5,15.8
HSGX,15,0,15.0
SPHS,15,1,15.0
MNGA,126,9,14.0
XSPA,14,1,14.0
XXII,14,0,14.0
NEPT,13,1,13.0
TTPH,13,0,13.0
CLVS,12,1,12.0
GLBS,12,1,12.0
GOOS,12,1,12.0
NTWK,12,0,12.0
NXTD,12,0,12.0
TRVN,12,0,12.0
WMT,12,0,12.0
STAF,151,13,11.62
UPL,23,2,11.5
RGSE,57,5,11.4
FIT,11,1,11.0
MJ,11,1,11.0
MRIN,11,0,11.0
PIR,11,0,11.0
MAXR,43,4,10.75
ARWR,10,0,10.0
AMRN,80,8,10.0
DIS,10,1,10.0
TENX,10,0,10.0
UWT,29,3,9.67
MICT,19,2,9.5
AETI,9,0,9.0
FRAN,9,0,9.0
OMER,9,0,9.0
SGMO,9,1,9.0
BIOC,57,7,8.14
APRN,8,1,8.0
BHC,8,0,8.0
FLKS,8,0,8.0
FPAY,8,0,8.0
GOOG,8,1,8.0
HTBX,8,0,8.0
ICPT,8,0,8.0
JCP,8,0,8.0
PTLA,8,0,8.0
TNDM,8,0,8.0
V,8,0,8.0
MSFT,54,7,7.71
ACB,163,22,7.41
AWSM,7,1,7.0
DRYS,7,1,7.0
GALT,7,0,7.0
GDX,7,1,7.0
HUYA,7,0,7.0
NKE,7,1,7.0
PANW,7,0,7.0
USO,7,1,7.0
WYY,7,0,7.0
TEUM,27,4,6.75
IBIO,19,3,6.33
SQQQ,38,6,6.33
AMPE,6,0,6.0
ARLO,6,1,6.0
ATOS,6,1,6.0
BMY,6,0,6.0
CCCL,6,0,6.0
CHFS,6,0,6.0
CARA,6,0,6.0
ICON,6,0,6.0
NUGT,6,1,6.0
OPK,6,0,6.0
PLM,6,0,6.0
QCOM,6,1,6.0
GE,110,19,5.79
AKER,23,4,5.75
EARS,17,3,5.67
BPTH,22,4,5.5
VHC,11,2,5.5
OSTK,149,28,5.32
AKAO,5,0,5.0
AVEO,5,0,5.0
CELG,5,1,5.0
CPRX,5,1,5.0
DCAR,5,0,5.0
DCIX,10,2,5.0
CVS,5,0,5.0
KNDI,15,3,5.0
PLUG,5,1,5.0
SWIR,5,0,5.0
SNES,5,0,5.0
STZ,5,0,5.0
TVIX,50,10,5.0
YUMA,5,1,5.0
MYSZ,14,3,4.67
VTVT,14,3,4.67
NVAX,40,9,4.44
BABA,45,11,4.09
AGEN,4,1,4.0
CYTR,4,1,4.0
CREG,4,0,4.0
DWT,4,1,4.0
EXEL,4,0,4.0
ETSY,4,1,4.0
GDXJ,4,1,4.0
GLD,8,2,4.0
HIMX,4,0,4.0
IDEX,12,3,4.0
INSG,4,0,4.0
ISRG,4,0,4.0
LULU,8,2,4.0
NBR,4,0,4.0
NOG,4,0,4.0
PBYI,4,0,4.0
RHE,4,0,4.0
SWN,4,0,4.0
UAVS,4,0,4.0
NBEV,242,62,3.9
DGAZ,54,14,3.86
AXSM,15,4,3.75
CGC,128,35,3.66
CAT,7,2,3.5
CRON,268,77,3.48
GUSH,16,5,3.2
JD,31,10,3.1
AAL,3,0,3.0
AG,3,0,3.0
DRIP,3,0,3.0
EYPT,3,1,3.0
GNC,3,0,3.0
GTXI,3,0,3.0
GSAT,3,1,3.0
HTZ,3,1,3.0
IDXG,3,0,3.0
KL,3,0,3.0
LMFA,6,2,3.0
MNKD,12,4,3.0
MRKR,3,0,3.0
NAVB,3,0,3.0
NGD,3,0,3.0
PAVM,3,0,3.0
PLX,3,0,3.0
PTN,3,0,3.0
SENS,3,0,3.0
TRPX,3,0,3.0
TNXP,3,0,3.0
TGT,3,0,3.0
TTWO,3,0,3.0
IBM,27,10,2.7
HEAR,29,11,2.64
BZUN,5,2,2.5
RGLS,5,2,2.5
DPW,7,3,2.33
SHOP,7,3,2.33
INPX,16,7,2.29
UGAZ,108,48,2.25
LABD,15,7,2.14
NVDA,57,27,2.11
AKS,2,0,2.0
AMRH,2,1,2.0
ATHX,6,3,2.0
ASNS,2,0,2.0
ASTC,2,0,2.0
BILI,2,0,2.0
C,2,0,2.0
CZR,2,0,2.0
DUST,2,1,2.0
FCEL,2,0,2.0
FNKO,2,1,2.0
GERN,2,0,2.0
GME,2,0,2.0
HUSA,2,0,2.0
KSS,2,0,2.0
LIQT,2,0,2.0
LJPC,2,1,2.0
LLY,2,0,2.0
NDRA,2,0,2.0
OPGN,2,0,2.0
PIXY,2,0,2.0
PXS,2,0,2.0
RNN,16,8,2.0
SFET,2,0,2.0
SIRI,2,0,2.0
SN,2,0,2.0
SRPT,2,0,2.0
SLV,2,0,2.0
SOGO,2,0,2.0
TLT,4,2,2.0
TRIL,2,0,2.0
TZA,2,0,2.0
UVXY,20,10,2.0
SQ,109,56,1.95
AAPL,99,53,1.87
JNUG,26,14,1.86
WATT,24,13,1.85
ROKU,11,6,1.83
FB,65,36,1.81
KODK,7,4,1.75
BAC,26,15,1.73
IQ,38,22,1.73
CRSP,5,3,1.67
AMZN,245,149,1.64
PTX,17,11,1.55
HMNY,79,52,1.52
GRPN,3,2,1.5
INTC,3,2,1.5
AMD,322,220,1.46
CEI,42,29,1.45
GOOGL,10,7,1.43
GLUU,4,3,1.33
VXX,8,6,1.33
LABU,13,10,1.3
M,5,4,1.25
BIDU,11,9,1.22
MO,30,27,1.11
ACAD,1,0,1.0
CFRX,1,0,1.0
BRZU,1,0,1.0
CHK,19,19,1.0
CSIQ,2,2,1.0
ECA,1,0,1.0
FEYE,1,0,1.0
GSM,1,0,1.0
HEB,1,0,1.0
MEET,1,0,1.0
MOSY,1,0,1.0
MTBC,1,0,1.0
MTSL,1,0,1.0
NOK,1,0,1.0
NEO,1,0,1.0
NVTA,1,0,1.0
SBOT,1,0,1.0
RIOT,1,0,1.0
RVP,1,0,1.0
SLS,1,0,1.0
SELB,1,0,1.0
TSLA,36,36,1.0
TTD,1,1,1.0
WINS,1,0,1.0
WWR,1,1,1.0
WDC,1,0,1.0
XLE,2,2,1.0
TWLO,9,10,0.9
YY,7,8,0.88
PULM,4,5,0.8
TWTR,12,15,0.8
DIA,11,16,0.69
X,13,19,0.68
F,17,26,0.65
TLRY,55,95,0.58
XBI,9,16,0.56
BB,20,37,0.54
QQQ,52,96,0.54
PCG,93,180,0.52
BA,1,2,0.5
IMMU,4,8,0.5
TQQQ,4,8,0.5
VZ,1,2,0.5
ATVI,8,18,0.44
DNR,4,9,0.44
IBB,3,7,0.43
SNAP,28,67,0.42
MU,23,57,0.4
PYPL,2,5,0.4
CRC,5,13,0.38
JDST,1,3,0.33
NFLX,83,248,0.33
RIG,2,6,0.33
CMG,7,24,0.29
HD,1,5,0.2
IWM,3,16,0.19
OCUL,1,6,0.17
BBBY,3,31,0.1
AAP,0,0,0.0
ACHN,0,0,0.0
ACST,0,0,0.0
AKRX,0,0,0.0
AMAT,0,0,0.0
ANY,0,0,0.0
AWX,0,0,0.0
BLRX,0,0,0.0
AUY,0,0,0.0
CLPS,0,0,0.0
CVM,0,4,0.0
DBD,0,0,0.0
DFFN,0,0,0.0
ESEA,0,0,0.0
ESV,0,0,0.0
EXAS,0,0,0.0
EYES,0,1,0.0
EPZM,0,0,0.0
EYEG,0,1,0.0
FGP,0,0,0.0
FDX,0,0,0.0
GBR,0,0,0.0
GMED,0,0,0.0
GOGO,0,1,0.0
JAGX,0,0,0.0
LEDS,0,0,0.0
LENS,0,0,0.0
LRCX,0,0,0.0
MBRX,0,0,0.0
MDCO,0,0,0.0
MDT,0,0,0.0
MRNA,0,0,0.0
MRNS,0,0,0.0
MRO,0,1,0.0
MYL,0,0,0.0
NTES,0,0,0.0
OBLN,0,0,0.0
OHRP,0,0,0.0
OILU,0,1,0.0
PED,0,0,0.0
PLAG,0,0,0.0
QTT,0,1,0.0
SBGL,0,0,0.0
TEVA,0,0,0.0
SWKS,0,0,0.0
VIVE,0,0,0.0
WTI,0,0,0.0
VTL,0,0,0.0
ZSAN,0,0,0.0
