RHE,83,1,83.0
CRMD,160,2,80.0
BPTH,74,0,74.0
RWLK,72,1,72.0
PIR,67,0,67.0
SGYP,63,0,63.0
FRAN,56,1,56.0
APHA,54,1,54.0
UXIN,53,0,53.0
TRXC,97,2,48.5
ATHX,47,1,47.0
ADMP,46,0,46.0
NAK,44,0,44.0
AMRN,128,3,42.67
TOPS,42,0,42.0
INPX,83,2,41.5
TTNP,159,4,39.75
SESN,37,0,37.0
AVGR,32,0,32.0
CLD,89,3,29.67
ALT,148,5,29.6
AUPH,29,1,29.0
TEUM,25,1,25.0
FEYE,24,0,24.0
NXTD,24,0,24.0
OGEN,23,0,23.0
XXII,23,1,23.0
RAD,22,1,22.0
NVCN,152,7,21.71
IQ,65,3,21.67
VSTM,43,2,21.5
MNGA,401,19,21.11
HEAR,21,0,21.0
JD,21,1,21.0
NTWK,21,0,21.0
ACB,146,7,20.86
CLVS,20,0,20.0
UAVS,20,0,20.0
NIO,79,4,19.75
NEPT,19,1,19.0
RGSE,38,2,19.0
TRVN,19,0,19.0
ACRX,18,0,18.0
GLBS,18,0,18.0
MRIN,18,0,18.0
ARRY,17,0,17.0
SPHS,17,0,17.0
VKTX,17,0,17.0
AKER,50,3,16.67
CLDR,16,0,16.0
HSGX,16,0,16.0
BIOC,60,4,15.0
CARA,15,1,15.0
MARK,15,1,15.0
NBEV,598,40,14.95
DCAR,14,0,14.0
LMFA,28,2,14.0
TXMD,14,0,14.0
TTPH,14,0,14.0
EARS,161,12,13.42
GALT,13,0,13.0
VUZI,13,1,13.0
BOXL,468,37,12.65
FPAY,12,0,12.0
GNMX,12,0,12.0
WMT,12,1,12.0
BMY,11,0,11.0
SHOP,11,1,11.0
VLRX,11,0,11.0
XSPA,11,0,11.0
LABD,32,3,10.67
OSTK,42,4,10.5
AMPE,10,0,10.0
ATIS,10,0,10.0
CELG,10,0,10.0
CREG,10,0,10.0
HIMX,10,0,10.0
IDXG,20,2,10.0
LCI,10,0,10.0
PBYI,10,0,10.0
AWSM,19,2,9.5
AG,9,0,9.0
AKAO,9,1,9.0
AVEO,9,1,9.0
FIT,9,0,9.0
OPK,9,1,9.0
PAVM,9,0,9.0
RGLS,9,0,9.0
WYY,9,0,9.0
OHGI,17,2,8.5
CCCL,8,0,8.0
CVM,8,1,8.0
CPRX,8,0,8.0
FLKS,8,0,8.0
ICON,8,0,8.0
ISRG,8,1,8.0
JCP,8,1,8.0
MICT,8,0,8.0
RIOT,8,1,8.0
PLUG,8,1,8.0
TNDM,8,0,8.0
BPMX,22,3,7.33
ABIL,43,6,7.17
AYTU,7,0,7.0
IBIO,14,2,7.0
SWN,7,0,7.0
SNES,7,0,7.0
VTVT,7,1,7.0
ANFI,13,2,6.5
GNC,13,2,6.5
BZUN,6,0,6.0
CVS,6,0,6.0
DRIP,6,1,6.0
GSM,6,0,6.0
MJ,6,0,6.0
PXS,6,0,6.0
TEVA,6,0,6.0
SLV,6,0,6.0
WFT,12,2,6.0
ROKU,33,6,5.5
BABA,32,6,5.33
UWT,31,6,5.17
GE,76,15,5.07
BIDU,20,4,5.0
DCIX,10,2,5.0
GEVO,5,0,5.0
GERN,5,0,5.0
GTXI,10,2,5.0
GSAT,5,0,5.0
PTLA,5,0,5.0
SN,5,0,5.0
T,5,1,5.0
TENX,5,1,5.0
LABU,14,3,4.67
CGIX,59,13,4.54
BHC,18,4,4.5
MSFT,40,9,4.44
NVAX,31,7,4.43
SAEX,13,3,4.33
ANY,4,0,4.0
GDXJ,4,0,4.0
LJPC,4,1,4.0
MOSY,8,2,4.0
MYL,4,1,4.0
NBR,4,1,4.0
NUGT,8,2,4.0
OMER,4,0,4.0
PLM,4,0,4.0
PANW,4,0,4.0
SBOT,4,0,4.0
SOGO,4,0,4.0
PTN,4,0,4.0
SWIR,4,0,4.0
TNXP,4,0,4.0
STAF,8,2,4.0
UPL,8,2,4.0
VHC,4,0,4.0
YUMA,4,0,4.0
CEI,162,45,3.6
IDEX,25,7,3.57
GLD,7,2,3.5
UGAZ,107,32,3.34
NSPR,16,5,3.2
AMRH,3,1,3.0
ARWR,3,0,3.0
AWX,3,0,3.0
CRBP,3,1,3.0
DRYS,3,0,3.0
EYPT,3,0,3.0
DFFN,3,0,3.0
HTBX,3,0,3.0
HUYA,3,0,3.0
KL,3,0,3.0
JDST,3,0,3.0
ICPT,3,0,3.0
IMMU,3,1,3.0
MRNS,3,0,3.0
NDRA,3,0,3.0
PLX,6,2,3.0
SGMO,3,1,3.0
STZ,3,0,3.0
SRPT,3,1,3.0
SFET,3,0,3.0
TGT,3,1,3.0
TZA,3,0,3.0
WTI,3,0,3.0
ZSAN,3,0,3
SQ,94,32,2.94
CGC,106,37,2.86
MNKD,31,11,2.82
APRN,14,5,2.8
X,30,11,2.73
AAL,8,3,2.67
DGAZ,39,15,2.6
GOOGL,13,5,2.6
CYTR,5,2,2.5
EXAS,5,2,2.5
INTC,10,4,2.5
LULU,5,2,2.5
HMNY,114,46,2.48
RNN,100,42,2.38
DNR,14,6,2.33
KNDI,7,3,2.33
AMZN,321,142,2.26
USO,9,4,2.25
BB,49,22,2.23
AMD,264,131,2.02
ASNS,2,1,2.0
CHFS,2,0,2.0
BRZU,2,1,2.0
DPW,14,7,2.0
ESEA,2,0,2.0
FNKO,2,1,2.0
GDX,4,2,2.0
GLUU,2,0,2.0
ETSY,4,2,2.0
JAGX,2,0,2.0
KSS,2,1,2.0
MTBC,2,0,2.0
LLY,2,1,2.0
OBLN,2,0,2.0
PED,2,0,2.0
NGD,2,1,2.0
PYPL,4,2,2.0
OPGN,2,0,2.0
SENS,2,0,2.0
TTD,2,0,2.0
WATT,44,22,2.0
IBM,84,44,1.91
PULM,17,9,1.89
SQQQ,15,8,1.88
GUSH,11,6,1.83
VXX,11,6,1.83
GOOG,9,5,1.8
PTX,14,8,1.75
JNUG,19,11,1.73
MAXR,26,15,1.73
AAPL,60,35,1.71
TVIX,27,16,1.69
LRCX,5,3,1.67
TWTR,29,18,1.61
NVDA,55,35,1.57
DUST,3,2,1.5
GOOS,3,2,1.5
RIG,3,2,1.5
XLE,3,2,1.5
TTWO,53,36,1.47
CRON,156,111,1.41
VZ,7,5,1.4
BA,11,8,1.38
FCEL,4,3,1.33
CAT,5,4,1.25
QQQ,61,49,1.24
MO,6,5,1.2
IBB,7,6,1.17
AXSM,12,11,1.09
F,40,39,1.03
ACAD,1,0,1.0
ACHN,1,0,1.0
AETI,1,0,1.0
ACST,1,0,1.0
ATVI,9,9,1.0
ARLO,1,0,1.0
ASTC,1,0,1.0
AUY,1,0,1.0
CFRX,1,0,1.0
CSIQ,1,1,1.0
CZR,1,1,1.0
ESV,1,0,1.0
EYES,1,1,1.0
EXEL,1,0,1.0
GRPN,5,5,1.0
IZEA,1,0,1.0
HUSA,1,0,1.0
LIQT,1,0,1.0
MEET,1,0,1.0
MRNA,1,1,1.0
NAVB,1,1,1.0
MRKR,1,0,1.0
NOK,1,0,1.0
MYSZ,5,5,1.0
PLAG,1,0,1.0
QCOM,22,22,1.0
RVP,1,0,1.0
SBGL,1,0,1.0
SLS,1,0,1.0
TLT,1,1,1.0
TRIL,1,0,1.0
SELB,1,0,1.0
TSLA,334,335,1.0
UVXY,18,18,1.0
V,1,0,1.0
VTL,1,0,1.0
WWR,2,2,1.0
FB,51,55,0.93
TWLO,4,5,0.8
C,3,4,0.75
CHK,10,14,0.71
AKS,2,3,0.67
OCUL,2,3,0.67
SIRI,2,3,0.67
YY,2,3,0.67
BAC,11,17,0.65
HTZ,14,23,0.61
MU,13,22,0.59
XBI,10,17,0.59
DIS,1,2,0.5
FDX,1,2,0.5
TQQQ,2,4,0.5
SNAP,21,43,0.49
TLRY,27,63,0.43
DIA,6,15,0.4
M,2,5,0.4
CRC,4,11,0.36
NFLX,56,175,0.32
IWM,4,14,0.29
BBBY,1,8,0.12
PCG,12,109,0.11
AAP,0,0,0.0
AGEN,0,0,0.0
AKRX,0,0,0.0
AMAT,0,1,0.0
ATOS,0,4,0.0
BLRX,0,1,0.0
BILI,0,0,0.0
CMG,0,18,0.0
CLPS,0,0,0.0
ECA,0,0,0.0
CRSP,0,1,0.0
DBD,0,0,0.0
FGP,0,0,0.0
DWT,0,2,0.0
EPZM,0,0,0.0
GMED,0,0,0.0
EYEG,0,1,0.0
GOGO,0,0,0.0
HD,0,6,0.0
GBR,0,0,0.0
GME,0,2,0.0
INSG,0,0,0.0
HEB,0,0,0.0
LEDS,0,0,0.0
MBRX,0,0,0.0
MDCO,0,0,0.0
KODK,0,0,0.0
LENS,0,0,0.0
MDT,0,0,0.0
NKE,0,5,0.0
MRO,0,0,0.0
MTSL,0,0,0.0
OILU,0,0,0.0
NEO,0,0,0.0
NOG,0,0,0.0
NTES,0,0,0.0
QTT,0,0,0.0
NVTA,0,0,0.0
OHRP,0,0,0.0
PIXY,0,0,0.0
TRPX,0,0,0.0
SWKS,0,0,0.0
WDC,0,0,0.0
VIVE,0,0,0.0
WINS,0,0,0.0
