FTR,2019-02-15 10:08:00,2.651,2.4,,-1,-0.251,-9.46813,4,0,2.475,2.475,2.5,FTR see what happens when you talk yourself out of buying those March 2 calls This was when FTR was under 2 STUPID STUPID STUPID
CFMS,2019-02-07 09:45:00,0.7476,0.726,,-1,-0.0216,-2.88925,2,0,0.7,0.6887,0.6606,CFMS need to break through this 072 wall
CFMS,2019-02-06 15:59:00,0.7476,0.726,,-1,-0.0216,-2.88925,9,0,0.7476,0.6887,0.6606,CFMS almost time to find out if we all done messed up or not
CFMS,2019-02-05 15:24:00,0.7476,0.726,,-1,-0.0216,-2.88925,4,0,0.7403,0.6887,0.6606,CFMS well shit it got executedguess Im here with yall Lets see good earnings
CFMS,2019-02-05 15:16:00,0.7476,0.726,,-1,-0.0216,-2.88925,3,0,0.74,0.6887,0.6606,CFMS put a buy order in at 069if it gets filled I guess Im here until earnings lol
WFT,2019-02-05 10:31:00,0.9099,0.9582,,-1,0.0483,5.30828,1,0,0.953,0.9505,0.9503,WFT out at 95wham bam thank you maam
WFT,2019-02-05 09:37:00,0.9099,0.9582,,-1,0.0483,5.30828,0,0,0.9749,0.9505,0.9503,WFT can you take me higher
WFT,2019-02-04 12:10:00,0.9099,0.9582,,-1,0.0483,5.30828,0,0,0.9441,0.9505,0.9503,WFT and down it goessee if it shoots back up after lunch
WFT,2019-02-04 10:28:00,0.9099,0.9582,,-1,0.0483,5.30828,4,0,0.9454,0.9505,0.9503,WFT keep going Valentines Day is coming up Gotta buy my wife some nice jewelry
MNGA,2019-01-31 11:27:00,0.2061,0.2598,,-1,0.0537,26.05531,5,0,0.2261,0.2894,0.282,MNGA was worried about the RS announcement After hearing San Diego I thought I was wrong so I bought back in Bad decision
MNGA,2019-01-31 10:03:00,0.2061,0.2598,,-1,0.0537,26.05531,1,0,0.2842,0.2894,0.282,MNGA RH finally worked for megot in at 029RH just cost me 003 in profits
ABIL,2019-01-28 15:16:00,2.12,2.098,,-1,-0.022,-1.03774,0,0,2.193,2.092,2.114,ABIL got stopped out at 209 earlier
PIR,2019-01-28 15:15:00,0.9064,0.9355,,-1,0.0291,3.2105,1,0,0.893,0.8905,0.8943,PIR in at 089
